"","CST","Max.TemperatureC","Mean.TemperatureC","Min.TemperatureC","DewPointC","MeanDew.PointC","Min.DewpointC","Max.Humidity","Mean.Humidity","MinHumidity","Max.Sea.Level.PressurehPa","Mean.Sea.Level.PressurehPa","Min.SeaLevel.PressurehPa","MaxVisibilityKm","Mean.VisibilityKm","MinVisibilitykM","Max.Wind.SpeedKm.h","Mean.Wind.SpeedKm.h","Max.GustSpeedKm.h","Precipitationmm","CloudCover","Events","WindDirDegrees"
"950","2002-12-13",6,0,-6,1,-3,-7,99,81,66,1010,1006,1004,NA,NA,NA,21,14,29,0,NA,NA,200
"951","2002-12-14",3,-1,-5,1,-2,-5,100,95,84,1011,1008,1005,NA,NA,NA,26,14,NA,0,NA,NA,160
"952","2002-12-15",2,0,-3,1,-1,-3,99,94,89,1005,1003,1001,NA,NA,NA,34,27,40,0,NA,NA,122
"953","2002-12-16",2,-1,-3,1,-1,-3,100,99,93,1005,1003,1001,NA,NA,NA,37,27,48,0,NA,NA,128
"954","2002-12-17",-1,-3,-4,-1,-3,-4,99,99,99,1000,1000,999,NA,NA,NA,32,24,42,0,NA,NA,116
"955","2002-12-18",-1,-2,-4,-1,-2,-4,99,99,99,1007,1003,1000,NA,NA,NA,40,16,53,0,NA,NA,345
"956","2002-12-19",-3,-4,-6,-3,-4,-6,99,99,99,1011,1010,1007,NA,NA,NA,58,45,74,0,NA,NA,310
"957","2002-12-20",-4,-6,-6,-4,-6,-7,99,98,94,1013,1012,1011,NA,NA,NA,45,40,55,0,NA,NA,318
"958","2002-12-21",-7,-8,-8,-7,-7,-8,99,98,96,1017,1014,1012,NA,NA,NA,34,29,40,0,NA,NA,320
"959","2002-12-22",-8,-9,-11,-9,-9,-11,99,97,93,1027,1023,1017,NA,NA,NA,27,24,34,0,NA,NA,321
"960","2002-12-23",-10,-12,-14,-10,-13,-15,98,97,96,1029,1028,1027,NA,NA,NA,26,18,NA,0,NA,NA,292
"961","2002-12-24",-14,-18,-22,-14,-19,-23,96,92,89,1026,1022,1019,NA,NA,NA,13,5,NA,0,NA,NA,175
"962","2002-12-25",-11,-16,-21,-11,-17,-22,98,94,91,1019,1017,1016,NA,NA,NA,14,10,NA,0,NA,NA,162
"963","2002-12-26",-3,-10,-17,-5,-11,-17,98,91,81,1016,1012,1007,NA,NA,NA,23,14,29,0,NA,NA,178
"964","2002-12-27",-3,-6,-9,-4,-7,-10,99,91,82,1014,1011,1007,NA,NA,NA,23,14,29,0,NA,NA,229
"965","2002-12-28",-3,-4,-6,-3,-4,-6,99,99,99,1015,1012,1009,NA,NA,NA,14,8,NA,0,NA,NA,108
"966","2002-12-29",-2,-3,-4,-2,-3,-4,99,99,94,1013,1001,994,NA,NA,NA,42,21,61,0,NA,NA,130
"967","2002-12-30",-6,-12,-18,-7,-14,-19,98,94,89,1019,1012,1000,NA,NA,NA,52,37,66,0,NA,NA,290
"968","2002-12-31",-6,-11,-16,-6,-11,-16,99,94,90,1018,1014,1011,NA,NA,NA,32,21,37,0,NA,NA,119
"969","2003-1-1",-4,-9,-14,-4,-8,-14,99,98,96,1024,1023,1021,NA,NA,NA,19,11,NA,0,NA,NA,139
"970","2003-1-2",0,-8,-14,-1,-9,-15,99,97,90,1021,1016,1009,NA,NA,NA,19,13,NA,0,NA,NA,138
"971","2003-1-3",3,-1,-4,3,-1,-4,100,93,83,1010,1009,1007,NA,NA,NA,23,13,NA,0,NA,NA,267
"972","2003-1-4",0,-6,-12,1,-3,-12,100,98,94,1020,1017,1009,NA,NA,NA,35,14,42,0,NA,NA,317
"973","2003-1-5",-6,-9,-12,-6,-7,-12,99,99,98,1032,1026,1019,NA,NA,NA,16,8,NA,0,NA,NA,139
"974","2003-1-6",3,-2,-6,2,-2,-6,99,96,84,1032,1026,1021,NA,NA,NA,13,8,NA,0,NA,NA,208
"975","2003-1-7",6,1,-4,1,-1,-4,97,85,71,1021,1016,1009,NA,NA,NA,19,10,NA,0,NA,NA,250
"976","2003-1-8",4,0,-4,-1,-3,-7,85,76,65,1017,1013,1008,NA,NA,NA,48,32,66,0,NA,NA,291
"977","2003-1-9",-4,-10,-16,-6,-13,-17,92,88,82,1031,1027,1018,NA,NA,NA,53,42,64,0,NA,NA,314
"978","2003-1-10",-17,-21,-27,-18,-21,-29,93,88,79,1034,1031,1030,NA,NA,NA,26,19,32,0,NA,NA,310
"979","2003-1-11",-15,-22,-28,-17,-24,-30,85,82,75,1034,1029,1016,NA,NA,NA,27,14,NA,0,NA,NA,155
"980","2003-1-12",-11,-18,-24,-12,-23,-27,89,83,81,1034,1028,1014,NA,NA,NA,52,23,63,0,NA,NA,319
"981","2003-1-13",-19,-20,-23,-21,-22,-25,90,87,80,1037,1033,1029,NA,NA,NA,24,13,NA,0,NA,NA,14
"982","2003-1-14",-22,-26,-29,-23,-28,-31,89,85,80,1041,1039,1038,NA,NA,NA,23,14,NA,0,NA,NA,308
"983","2003-1-15",-19,-25,-31,-21,-28,-33,90,85,78,1040,1038,1036,NA,NA,NA,11,6,NA,0,NA,NA,325
"984","2003-1-16",-19,-23,-28,-20,-26,-30,91,88,83,1044,1041,1036,NA,NA,NA,13,8,NA,0,NA,NA,315
"985","2003-1-17",-5,-13,-22,-6,-12,-23,99,93,84,1035,1027,1022,NA,NA,NA,55,21,69,0,NA,NA,282
"986","2003-1-18",-6,-12,-18,-6,-14,-19,97,91,88,1030,1023,1013,NA,NA,NA,23,11,32,0,NA,NA,268
"987","2003-1-19",-5,-10,-15,-5,-11,-17,99,91,86,1021,1014,1009,NA,NA,NA,34,21,NA,0,NA,NA,339
"988","2003-1-20",-16,-18,-21,-17,-21,-23,89,83,73,1031,1027,1022,NA,NA,NA,27,21,NA,0,NA,NA,320
"989","2003-1-21",-18,-21,-26,-21,-23,-28,89,85,80,1040,1034,1031,NA,NA,NA,37,23,NA,0,NA,NA,304
"990","2003-1-22",-24,-27,-30,-27,-29,-33,85,83,81,1048,1045,1041,NA,NA,NA,19,14,NA,0,NA,NA,312
"991","2003-1-23",-19,-24,-28,-21,-24,-31,90,87,82,1046,1035,1024,NA,NA,NA,45,23,52,0,NA,NA,126
"992","2003-1-24",-17,-19,-21,-18,-21,-23,91,87,82,1029,1027,1023,NA,NA,NA,39,21,NA,0,NA,NA,314
"993","2003-1-25",-21,-25,-30,-23,-27,-32,85,83,81,1043,1040,1031,NA,NA,NA,37,29,35,0,NA,NA,311
"994","2003-1-26",-13,-23,-33,-13,-24,-36,96,87,79,1043,1026,1005,NA,NA,NA,50,21,60,0,NA,NA,145
"995","2003-1-27",1,-6,-12,1,-4,-12,99,98,96,1016,1009,1002,NA,NA,NA,47,21,55,0,NA,NA,297
"996","2003-1-28",-7,-14,-22,-7,-17,-23,96,88,84,1035,1028,1017,NA,NA,NA,26,18,NA,0,NA,NA,13
"997","2003-1-29",-6,-16,-26,-7,-17,-27,98,93,88,1035,1024,1013,NA,NA,NA,19,10,NA,0,NA,NA,198
"998","2003-1-30",-2,-9,-16,-2,-7,-16,99,97,94,1017,1009,1005,NA,NA,NA,27,13,NA,0,NA,NA,158
"999","2003-1-31",-1,-3,-9,-1,-3,-9,99,99,97,1017,1010,1004,NA,NA,NA,29,11,NA,0,NA,NA,191
"1000","2003-2-1",-4,-7,-10,-3,-6,-10,99,99,98,1012,1009,1007,NA,NA,NA,24,10,NA,0,NA,NA,108
"1001","2003-2-2",-4,-9,-13,-4,-9,-13,99,98,98,1024,1019,1012,NA,NA,NA,29,13,37,0,NA,NA,318
"1002","2003-2-3",-10,-12,-14,-10,-12,-15,99,97,95,1026,1023,1022,NA,NA,NA,16,10,NA,0,NA,NA,64
"1003","2003-2-4",-10,-12,-15,-10,-13,-15,98,96,95,1026,1024,1019,NA,NA,NA,14,10,NA,0,NA,NA,156
"1004","2003-2-5",-9,-17,-25,-9,-16,-27,99,93,88,1035,1025,1017,NA,NA,NA,27,16,NA,0,NA,NA,340
"1005","2003-2-6",-11,-19,-28,-12,-20,-30,96,91,86,1038,1034,1024,NA,NA,NA,14,10,NA,0,NA,NA,236
"1006","2003-2-7",-3,-8,-12,-3,-8,-13,99,93,86,1022,1015,1011,NA,NA,NA,48,23,58,0,NA,NA,299
"1007","2003-2-8",-10,-18,-27,-11,-21,-28,98,87,83,1028,1024,1020,NA,NA,NA,32,19,40,0,NA,NA,302
"1008","2003-2-9",-12,-18,-24,-13,-19,-26,96,90,83,1019,1014,1011,NA,NA,NA,37,18,47,0,NA,NA,290
"1009","2003-2-10",-6,-17,-28,-6,-18,-31,99,92,85,1020,1015,1009,NA,NA,NA,45,11,52,0,NA,NA,245
"1010","2003-2-11",-8,-14,-21,-8,-18,-23,99,88,78,1023,1017,1007,NA,NA,NA,53,26,66,0,NA,NA,303
"1011","2003-2-12",-5,-14,-23,-5,-14,-24,99,93,87,1023,1022,1021,NA,NA,NA,14,10,NA,0,NA,NA,261
"1012","2003-2-13",-6,-9,-12,-6,-8,-11,99,98,98,1022,1018,1015,NA,NA,NA,27,11,NA,0,NA,NA,127
"1013","2003-2-14",-10,-13,-16,-10,-14,-18,99,96,85,1033,1027,1016,NA,NA,NA,26,21,NA,0,NA,NA,89
"1014","2003-2-15",-11,-14,-17,-11,-15,-19,95,91,79,1034,1030,1022,NA,NA,NA,40,31,45,0,NA,NA,132
"1015","2003-2-16",-3,-8,-13,-3,-8,-13,99,97,95,1021,1012,1004,NA,NA,NA,32,26,NA,0,NA,NA,130
"1016","2003-2-17",-7,-9,-12,-7,-9,-13,99,97,95,1013,1010,1004,NA,NA,NA,34,19,NA,0,NA,NA,330
"1017","2003-2-18",-5,-10,-16,-7,-12,-16,96,92,84,1018,1016,1014,NA,NA,NA,34,24,NA,0,NA,NA,283
"1018","2003-2-19",-1,-9,-17,-4,-9,-18,99,93,79,1018,1015,1012,NA,NA,NA,16,10,NA,0,NA,NA,222
"1019","2003-2-20",-6,-12,-18,-6,-15,-19,98,90,86,1022,1019,1013,NA,NA,NA,29,21,NA,0,NA,NA,55
"1020","2003-2-21",-18,-22,-28,-20,-25,-30,89,86,84,1028,1026,1022,NA,NA,NA,24,16,NA,0,NA,NA,356
"1021","2003-2-22",-22,-25,-28,-24,-26,-29,88,86,83,1031,1028,1026,NA,NA,NA,24,8,NA,0,NA,NA,321
"1022","2003-2-23",-26,-29,-32,-28,-31,-34,86,83,80,1037,1034,1031,NA,NA,NA,26,16,NA,0,NA,NA,301
"1023","2003-2-24",-18,-27,-35,-21,-29,-38,90,82,77,1036,1031,1022,NA,NA,NA,19,11,NA,0,NA,NA,194
"1024","2003-2-25",-17,-21,-26,-18,-23,-28,92,88,83,1021,1020,1017,NA,NA,NA,19,11,NA,0,NA,NA,265
"1025","2003-2-26",-8,-14,-21,-8,-15,-23,98,92,88,1020,1015,1013,NA,NA,NA,26,16,NA,0,NA,NA,300
"1026","2003-2-27",-11,-16,-21,-12,-17,-22,96,93,90,1024,1023,1020,NA,NA,NA,16,6,NA,0,NA,NA,113
"1027","2003-2-28",-7,-14,-21,-7,-12,-23,99,95,89,1023,1016,1012,NA,NA,NA,14,6,NA,0,NA,NA,155
"1028","2003-3-1",-8,-18,-31,-8,-22,-33,98,86,74,1034,1027,1013,NA,NA,NA,40,19,50,0,NA,NA,354
"1029","2003-3-2",-15,-24,-33,-16,-24,-36,94,87,79,1032,1019,1009,NA,NA,NA,37,18,NA,0,NA,NA,134
"1030","2003-3-3",-12,-19,-25,-12,-21,-27,95,89,85,1021,1015,1008,NA,NA,NA,45,26,53,0,NA,NA,306
"1031","2003-3-4",-22,-26,-30,-23,-28,-33,89,85,81,1023,1022,1020,NA,NA,NA,21,14,NA,0,NA,NA,283
"1032","2003-3-5",-7,-19,-31,-8,-21,-34,98,89,80,1019,1005,997,NA,NA,NA,40,21,52,0,NA,NA,150
"1033","2003-3-6",-14,-18,-24,-14,-21,-26,94,86,73,1021,1013,1002,NA,NA,NA,34,26,NA,0,NA,NA,321
"1034","2003-3-7",-22,-26,-29,-26,-28,-33,89,79,71,1031,1026,1021,NA,NA,NA,24,14,NA,0,NA,NA,320
"1035","2003-3-8",-23,-27,-32,-26,-31,-34,81,76,73,1034,1033,1031,NA,NA,NA,39,19,48,0,NA,NA,289
"1036","2003-3-9",-19,-23,-27,-22,-27,-30,83,78,74,1033,1032,1030,NA,NA,NA,37,29,48,0,NA,NA,282
"1037","2003-3-10",-13,-19,-24,-15,-21,-27,94,85,74,1030,1021,1011,NA,NA,NA,21,11,NA,0,NA,NA,148
"1038","2003-3-11",-15,-17,-18,-16,-17,-18,94,90,80,1018,1015,1010,NA,NA,NA,48,21,60,0,NA,NA,315
"1039","2003-3-12",-12,-16,-21,-12,-16,-22,95,90,84,1020,1019,1017,NA,NA,NA,32,14,NA,0,NA,NA,112
"1040","2003-3-13",2,-6,-14,2,-5,-15,100,96,94,1017,1009,1006,NA,NA,NA,40,29,50,0,NA,NA,131
"1041","2003-3-14",4,0,-4,3,1,-4,100,97,92,1007,1005,1004,NA,NA,NA,19,13,NA,0,NA,NA,141
"1042","2003-3-15",10,4,-1,6,2,-1,100,87,65,1006,1004,1003,NA,NA,NA,14,10,NA,0,NA,NA,228
"1043","2003-3-16",6,2,-2,4,1,-2,100,97,88,1007,1005,1004,NA,NA,NA,27,16,37,0,NA,NA,99
"1044","2003-3-17",2,1,-1,2,0,-1,100,99,94,1019,1012,1007,NA,NA,NA,32,16,NA,0,NA,NA,102
"1045","2003-3-18",4,2,1,2,1,1,100,96,86,1024,1022,1019,NA,NA,NA,21,13,NA,0,NA,NA,14
"1046","2003-3-19",5,2,-2,3,1,-2,100,95,83,1023,1022,1020,NA,NA,NA,13,6,NA,0,NA,NA,11
"1047","2003-3-20",8,2,-3,4,1,-3,99,94,78,1019,1017,1016,NA,NA,NA,13,8,NA,0,NA,NA,360
"1048","2003-3-21",12,4,-3,6,1,-3,99,85,49,1015,1012,1010,NA,NA,NA,19,11,NA,0,NA,NA,170
"1049","2003-3-22",14,7,-1,6,2,-1,95,76,43,1010,1007,1002,NA,NA,NA,16,10,NA,0,NA,NA,216
"1050","2003-3-23",10,7,3,6,3,-1,94,76,49,1002,1000,999,NA,NA,NA,40,18,53,0,NA,NA,241
"1051","2003-3-24",7,3,-1,2,1,-1,100,86,60,1016,1009,1001,NA,NA,NA,50,35,64,0,NA,NA,295
"1052","2003-3-25",6,1,-3,0,-2,-3,99,83,59,1018,1017,1015,NA,NA,NA,23,13,34,0,NA,NA,298
"1053","2003-3-26",4,1,-3,1,-2,-3,100,90,61,1016,1014,1013,NA,NA,NA,14,13,NA,0,NA,NA,77
"1054","2003-3-27",6,0,-6,1,-3,-6,99,83,43,1023,1021,1017,NA,NA,NA,37,10,45,0,NA,NA,324
"1055","2003-3-28",-3,-6,-8,-4,-8,-9,97,82,64,1034,1030,1024,NA,NA,NA,42,32,55,0,NA,NA,337
"1056","2003-3-29",7,-2,-11,-1,-7,-11,98,76,36,1035,1031,1023,NA,NA,NA,21,10,34,0,NA,NA,230
"1057","2003-3-30",12,6,-1,4,1,-1,96,76,48,1022,1016,1007,NA,NA,NA,24,11,34,0,NA,NA,140
"1058","2003-3-31",13,8,3,7,4,2,93,77,55,1005,1003,1000,NA,NA,NA,29,18,35,0,NA,NA,334
"1059","2003-4-1",2,-2,-7,2,-2,-7,100,96,90,1016,1010,1006,NA,NA,NA,40,24,52,0,NA,NA,83
"1060","2003-4-2",-5,-7,-8,-7,-9,-10,98,88,71,1021,1019,1017,NA,NA,NA,50,31,61,0,NA,NA,77
"1061","2003-4-3",-8,-9,-11,-8,-9,-11,98,96,93,1021,1017,1015,NA,NA,NA,40,35,52,0,NA,NA,88
"1062","2003-4-4",-6,-8,-9,-7,-8,-10,98,94,89,1023,1022,1021,NA,NA,NA,34,27,NA,0,NA,NA,105
"1063","2003-4-5",-5,-7,-8,-6,-7,-9,97,95,93,1023,1021,1020,NA,NA,NA,37,31,42,0,NA,NA,113
"1064","2003-4-6",1,-2,-6,1,-3,-6,100,99,97,1022,1020,1018,NA,NA,NA,35,26,42,0,NA,NA,100
"1065","2003-4-7",3,0,-2,2,-1,-2,100,96,88,1029,1027,1022,NA,NA,NA,21,10,NA,0,NA,NA,257
"1066","2003-4-8",13,6,-2,7,2,-2,99,83,58,1027,1020,1014,NA,NA,NA,24,18,29,0,NA,NA,180
"1067","2003-4-9",22,11,-1,10,5,0,99,65,35,1013,1009,1005,NA,NA,NA,35,14,47,0,NA,NA,207
"1068","2003-4-10",13,7,1,4,-1,-3,92,61,32,1022,1019,1013,NA,NA,NA,34,23,47,0,NA,NA,285
"1069","2003-4-11",21,11,2,4,2,-1,85,56,33,1018,1015,1012,NA,NA,NA,37,24,47,0,NA,NA,137
"1070","2003-4-12",22,14,7,11,4,1,86,55,37,1012,1010,1006,NA,NA,NA,32,23,40,0,NA,NA,123
"1071","2003-4-13",17,11,5,9,7,4,96,80,54,1010,1005,1003,NA,NA,NA,37,19,45,0,NA,NA,350
"1072","2003-4-14",8,6,3,7,4,3,99,93,83,1015,1013,1011,NA,NA,NA,24,16,NA,0,NA,NA,49
"1073","2003-4-15",8,6,2,3,0,-4,99,72,49,1016,1013,1012,NA,NA,NA,40,26,50,0,NA,NA,86
"1074","2003-4-16",2,0,-3,0,-2,-4,100,94,61,1021,1020,1017,NA,NA,NA,32,24,32,0,NA,NA,118
"1075","2003-4-17",12,6,-1,9,3,-1,100,95,71,1017,1012,1007,NA,NA,NA,26,21,32,0,NA,NA,149
"1076","2003-4-18",15,7,-1,8,4,0,100,83,42,1016,1011,1008,NA,NA,NA,23,13,NA,0,NA,NA,118
"1077","2003-4-19",18,10,2,7,4,0,100,70,30,1021,1019,1016,NA,NA,NA,21,11,29,0,NA,NA,42
"1078","2003-4-20",18,10,2,7,4,2,98,69,35,1022,1021,1021,NA,NA,NA,21,11,NA,0,NA,NA,348
"1079","2003-4-21",20,12,3,7,4,2,95,65,35,1022,1020,1017,NA,NA,NA,24,16,29,0,NA,NA,114
"1080","2003-4-22",21,12,4,6,4,3,90,57,35,1017,1012,1008,NA,NA,NA,40,27,55,0,NA,NA,127
"1081","2003-4-23",22,14,7,11,8,3,86,66,46,1009,1006,1004,NA,NA,NA,35,27,40,0,NA,NA,117
"1082","2003-4-24",17,13,9,12,9,9,99,82,59,1015,1013,1009,NA,NA,NA,32,24,40,0,NA,NA,105
"1083","2003-4-25",21,13,7,8,6,1,98,64,32,1015,1011,1007,NA,NA,NA,35,29,47,0,NA,NA,123
"1084","2003-4-26",18,12,6,10,7,3,99,79,52,1007,1003,999,NA,NA,NA,48,27,64,0,NA,NA,112
"1085","2003-4-27",7,4,3,6,4,2,99,93,81,1019,1012,1005,NA,NA,NA,37,23,48,0,NA,NA,345
"1086","2003-4-28",8,6,2,4,3,0,100,86,66,1023,1021,1019,NA,NA,NA,16,10,NA,0,NA,NA,15
"1087","2003-4-29",11,4,-2,1,-3,-7,97,62,31,1023,1021,1017,NA,NA,NA,13,10,NA,0,NA,NA,15
"1088","2003-4-30",15,7,-1,3,1,-2,96,64,39,1017,1016,1015,NA,NA,NA,26,10,40,0,NA,NA,309
"1089","2003-5-1",17,9,2,6,3,-1,93,66,38,1018,1017,1017,NA,NA,NA,26,6,NA,0,NA,NA,171
"1090","2003-5-2",19,11,2,7,4,2,99,64,34,1017,1012,1007,NA,NA,NA,37,18,50,0,NA,NA,156
"1091","2003-5-3",22,14,7,10,8,5,98,68,34,1009,1006,1004,NA,NA,NA,35,19,45,1.27,NA,NA,167
"1092","2003-5-4",17,12,8,11,10,8,99,91,68,1007,1005,1003,NA,NA,NA,47,24,58,1.78,NA,NA,74
"1093","2003-5-5",14,11,7,9,7,6,99,87,58,1011,1008,1006,NA,NA,NA,39,27,52,0.51,NA,NA,98
"1094","2003-5-6",12,9,6,9,7,6,100,93,66,1011,1010,1007,NA,NA,NA,24,10,34,6.6,NA,NA,63
"1095","2003-5-7",11,7,3,7,5,3,99,90,63,1011,1009,1006,NA,NA,NA,26,13,35,2.54,NA,NA,237
"1096","2003-5-8",12,6,-1,8,5,-1,100,87,61,1013,1012,1010,NA,NA,NA,26,10,NA,2.79,NA,NA,312
"1097","2003-5-9",9,8,6,9,8,6,99,99,99,1019,1014,1011,NA,NA,NA,35,26,45,16.51,NA,NA,32
"1098","2003-5-10",5,3,1,5,2,1,99,94,82,1022,1021,1019,NA,NA,NA,27,23,39,0.76,NA,NA,5
"1099","2003-5-11",13,5,-3,4,0,-3,100,71,36,1023,1022,1020,NA,NA,NA,13,8,NA,0,NA,NA,348
"1100","2003-5-12",18,9,-1,6,2,-1,100,66,32,1021,1018,1014,NA,NA,NA,16,10,27,0,NA,NA,157
"1101","2003-5-13",15,11,6,8,6,4,91,72,51,1015,1013,1012,NA,NA,NA,23,16,NA,0,NA,NA,140
"1102","2003-5-14",20,12,4,9,7,4,100,64,38,1017,1015,1012,NA,NA,NA,29,13,47,0,NA,NA,167
"1103","2003-5-15",23,14,6,11,8,5,93,64,39,1012,1009,1007,NA,NA,NA,39,26,53,0,NA,NA,145
"1104","2003-5-16",16,11,6,12,6,-3,98,67,29,1017,1011,1005,NA,NA,NA,35,26,47,0,NA,NA,247
"1105","2003-5-17",16,9,3,6,2,-2,99,60,28,1017,1016,1015,NA,NA,NA,24,10,39,0,NA,NA,230
"1106","2003-5-18",11,9,4,4,1,-3,74,57,40,1025,1018,1015,NA,NA,NA,34,18,40,0,NA,NA,335
"1107","2003-5-19",11,4,-2,-1,-4,-6,86,60,32,1033,1030,1026,NA,NA,NA,37,21,50,0,NA,NA,318
"1108","2003-5-20",16,7,-2,-2,-4,-6,84,47,23,1033,1027,1021,NA,NA,NA,32,13,45,0,NA,NA,198
"1109","2003-5-21",21,11,1,2,-1,-2,84,50,23,1021,1020,1018,NA,NA,NA,16,10,27,0,NA,NA,283
"1110","2003-5-22",21,14,7,8,6,-1,77,54,39,1020,1018,1016,NA,NA,NA,29,14,39,0,NA,NA,117
"1111","2003-5-23",23,18,11,14,9,6,99,65,33,1018,1015,1014,NA,NA,NA,32,16,42,4.06,NA,NA,334
"1112","2003-5-24",23,13,4,11,7,3,90,61,37,1020,1019,1018,NA,NA,NA,26,13,NA,0,NA,NA,62
"1113","2003-5-25",22,14,8,12,11,8,99,75,49,1019,1016,1013,NA,NA,NA,39,27,52,0,NA,NA,125
"1114","2003-5-26",27,19,11,20,14,10,100,79,51,1014,1012,1010,NA,NA,NA,40,26,55,2.29,NA,NA,131
"1115","2003-5-27",23,18,12,16,12,7,100,70,39,1021,1018,1013,NA,NA,NA,32,19,40,0,NA,NA,305
"1116","2003-5-28",27,19,11,11,9,7,89,57,29,1023,1020,1014,NA,NA,NA,24,13,37,0,NA,NA,286
"1117","2003-5-29",29,22,15,11,7,-1,68,42,26,1013,1006,1001,NA,NA,NA,63,31,80,0,NA,NA,302
"1118","2003-5-30",18,14,9,9,7,3,92,64,37,1021,1016,1008,NA,NA,NA,37,27,48,0,NA,NA,18
"1119","2003-5-31",19,12,5,7,5,3,85,59,35,1021,1019,1016,NA,NA,NA,23,16,27,0,NA,NA,135
"1120","2003-6-1",20,12,5,11,8,4,99,73,41,1017,1016,1014,NA,NA,NA,24,13,34,0,NA,NA,146
"1121","2003-6-2",19,13,7,14,11,7,99,87,62,1015,1012,1010,NA,NA,NA,27,14,37,1.02,NA,NA,146
"1122","2003-6-3",21,16,11,13,8,2,99,70,30,1014,1012,1010,NA,NA,NA,39,18,48,3.3,NA,NA,293
"1123","2003-6-4",17,12,7,12,9,7,99,84,56,1016,1013,1012,NA,NA,NA,27,13,40,3.3,NA,NA,139
"1124","2003-6-5",21,13,6,13,10,7,100,84,49,1017,1016,1015,NA,NA,NA,40,16,47,0.25,NA,NA,311
"1125","2003-6-6",17,11,6,11,9,6,100,83,55,1016,1015,1014,NA,NA,NA,26,18,37,10.16,NA,NA,323
"1126","2003-6-7",16,12,8,11,10,9,100,85,60,1017,1016,1015,NA,NA,NA,26,21,35,0.25,NA,NA,16
"1127","2003-6-8",20,14,8,12,10,8,100,74,50,1015,1011,1007,NA,NA,NA,23,8,NA,0,NA,NA,162
"1128","2003-6-9",16,13,10,14,12,10,100,94,84,1014,1009,1006,NA,NA,NA,29,16,35,3.56,NA,NA,52
"1129","2003-6-10",17,12,8,11,9,8,99,79,60,1014,1013,1011,NA,NA,NA,19,11,NA,0,NA,NA,96
"1130","2003-6-11",15,11,8,13,12,8,100,95,77,1011,1008,1005,NA,NA,NA,27,14,29,5.08,NA,NA,118
"1131","2003-6-12",22,16,9,14,12,9,99,83,49,1010,1008,1005,NA,NA,NA,23,13,32,0,NA,NA,312
"1132","2003-6-13",26,17,8,13,9,8,100,64,32,1014,1013,1011,NA,NA,NA,21,10,NA,0,NA,NA,150
"1133","2003-6-14",28,21,14,18,13,9,88,67,31,1014,1013,1012,NA,NA,NA,35,19,47,0.25,NA,NA,164
"1134","2003-6-15",27,19,12,18,15,12,99,79,43,1020,1016,1015,NA,NA,NA,29,11,47,1.52,NA,NA,206
"1135","2003-6-16",27,19,12,17,12,8,99,64,35,1021,1020,1017,NA,NA,NA,19,11,NA,0,NA,NA,327
"1136","2003-6-17",26,19,11,16,9,6,96,58,28,1022,1021,1019,NA,NA,NA,29,14,39,3.05,NA,NA,357
"1137","2003-6-18",27,18,9,9,8,6,83,51,28,1022,1019,1014,NA,NA,NA,29,16,39,0,NA,NA,128
"1138","2003-6-19",30,22,15,14,12,9,72,51,35,1014,1009,1004,NA,NA,NA,55,35,71,0,NA,NA,148
"1139","2003-6-20",31,23,16,20,17,12,81,61,48,1004,1000,994,NA,NA,NA,35,26,47,0,NA,NA,153
"1140","2003-6-21",23,18,11,17,14,9,100,80,41,1004,999,996,NA,NA,NA,26,14,40,0.25,NA,NA,238
"1141","2003-6-22",22,14,7,10,7,4,100,62,32,1006,1005,1004,NA,NA,NA,21,13,34,0,NA,NA,220
"1142","2003-6-23",21,14,8,9,8,6,92,63,40,1014,1009,1006,NA,NA,NA,29,16,39,0,NA,NA,270
"1143","2003-6-24",14,10,6,8,6,4,96,71,52,1020,1018,1014,NA,NA,NA,24,13,27,0,NA,NA,330
"1144","2003-6-25",18,13,9,8,7,4,82,67,43,1020,1019,1017,NA,NA,NA,27,14,37,0,NA,NA,333
"1145","2003-6-26",25,17,8,12,8,4,88,59,35,1017,1013,1010,NA,NA,NA,45,16,58,0,NA,NA,285
"1146","2003-6-27",25,18,10,12,10,8,96,65,34,1011,1010,1009,NA,NA,NA,47,18,64,0,NA,NA,300
"1147","2003-6-28",23,16,8,10,8,7,94,60,34,1017,1014,1012,NA,NA,NA,39,19,52,0,NA,NA,302
"1148","2003-6-29",27,17,8,11,8,5,83,57,34,1021,1019,1017,NA,NA,NA,13,8,NA,0,NA,NA,256
"1149","2003-6-30",32,21,11,18,12,8,85,55,32,1018,1013,1008,NA,NA,NA,37,21,47,0,NA,NA,141
"1150","2003-7-1",33,26,17,18,14,6,96,56,17,1008,1007,1006,NA,NA,NA,27,18,37,0.25,NA,NA,319
"1151","2003-7-2",32,24,17,18,14,6,94,56,32,1007,1006,1004,NA,NA,NA,37,16,48,0.76,NA,NA,235
"1152","2003-7-3",26,17,8,9,7,3,90,51,23,1011,1009,1007,NA,NA,NA,26,16,37,0,NA,NA,258
"1153","2003-7-4",27,18,8,11,8,5,80,53,30,1012,1010,1008,NA,NA,NA,19,11,NA,0,NA,NA,294
"1154","2003-7-5",29,19,8,17,12,7,92,60,31,1012,1009,1004,NA,NA,NA,32,13,27,1.02,NA,NA,133
"1155","2003-7-6",20,16,11,15,11,8,96,72,46,1014,1010,1006,NA,NA,NA,45,24,61,0,NA,NA,288
"1156","2003-7-7",18,13,9,11,8,7,99,73,46,1019,1017,1014,NA,NA,NA,19,13,29,0,NA,NA,348
