"","CST","Max.TemperatureC","Mean.TemperatureC","Min.TemperatureC","DewPointC","MeanDew.PointC","Min.DewpointC","Max.Humidity","Mean.Humidity","MinHumidity","Max.Sea.Level.PressurehPa","Mean.Sea.Level.PressurehPa","Min.SeaLevel.PressurehPa","MaxVisibilityKm","Mean.VisibilityKm","MinVisibilitykM","Max.Wind.SpeedKm.h","Mean.Wind.SpeedKm.h","Max.GustSpeedKm.h","Precipitationmm","CloudCover","Events","WindDirDegrees"
"4657","2013-2-6",-6,-8,-11,-5,-8,-12,96,92,85,1021,1013,1007,NA,NA,NA,37,26,NA,0.25,NA,NA,115
"4658","2013-2-7",-8,-11,-13,-8,-12,-14,96,92,84,1024,1022,1020,NA,NA,NA,29,26,NA,0,NA,NA,131
"4659","2013-2-8",-4,-9,-16,-5,-8,-18,98,96,89,1020,1016,1015,NA,NA,NA,29,19,NA,2.54,NA,NA,172
"4660","2013-2-9",-2,-11,-19,-2,-13,-21,98,91,82,1016,1014,1011,NA,NA,NA,13,3,NA,0,NA,NA,190
"4661","2013-2-10",-4,-8,-12,-2,-7,-11,98,93,86,1021,1015,1011,NA,NA,NA,37,24,NA,0,NA,NA,333
"4662","2013-2-11",-4,-8,-11,-9,-10,-11,95,86,69,1022,1016,1011,NA,NA,NA,21,16,NA,9.65,NA,NA,270
"4663","2013-2-12",1,-7,-13,-3,-7,-12,95,85,69,1013,1012,1008,NA,NA,NA,19,14,NA,0,NA,NA,282
"4664","2013-2-13",-1,-3,-5,-1,-4,-6,99,93,80,1009,1006,1004,NA,NA,NA,39,11,48,2.03,NA,NA,292
"4665","2013-2-14",-5,-8,-11,-4,-8,-11,98,92,86,1028,1024,1010,NA,NA,NA,35,26,45,0,NA,NA,330
"4666","2013-2-15",-6,-13,-19,-6,-14,-21,97,91,82,1032,1028,1017,NA,NA,NA,23,13,NA,17.53,NA,NA,196
"4667","2013-2-16",1,-7,-15,-2,-7,-13,98,92,76,1016,1013,1006,NA,NA,NA,16,11,NA,0,NA,NA,214
"4668","2013-2-17",-1,-4,-10,-1,-5,-11,99,94,90,1013,1003,999,NA,NA,NA,39,16,50,0,NA,NA,306
"4669","2013-2-18",-12,-19,-26,-11,-18,-28,90,83,71,1032,1024,1014,NA,NA,NA,29,24,NA,0,NA,NA,4
"4670","2013-2-19",-22,-27,-32,-26,-29,-34,82,72,51,1035,1033,1029,NA,NA,NA,39,18,48,2.29,NA,NA,119
"4671","2013-2-20",-17,-20,-24,-18,-22,-26,86,80,63,1029,1025,1023,NA,NA,NA,48,37,60,1.78,NA,NA,128
"4672","2013-2-21",-9,-14,-19,-11,-15,-21,95,87,78,1023,1022,1020,NA,NA,NA,24,18,NA,1.78,NA,NA,136
"4673","2013-2-22",-6,-9,-13,-7,-10,-14,94,91,82,1019,1014,1008,NA,NA,NA,29,23,NA,4.83,NA,NA,135
"4674","2013-2-23",-3,-8,-13,-6,-10,-14,98,90,75,1011,1006,1005,NA,NA,NA,32,23,NA,3.56,NA,NA,140
"4675","2013-2-24",-2,-8,-13,-6,-10,-13,95,88,69,1020,1017,1011,NA,NA,NA,27,18,NA,0.51,NA,NA,290
"4676","2013-2-25",-1,-7,-13,-4,-9,-13,96,88,72,1016,1013,1011,NA,NA,NA,19,13,NA,2.29,NA,NA,161
"4677","2013-2-26",-2,-7,-12,-5,-8,-12,97,91,75,1024,1016,1011,NA,NA,NA,19,11,NA,0,NA,NA,85
"4678","2013-2-27",-4,-7,-8,-6,-7,-8,95,90,81,1030,1028,1024,NA,NA,NA,14,11,NA,1.02,NA,NA,53
"4679","2013-2-28",-6,-10,-14,-6,-9,-15,94,91,83,1029,1027,1026,NA,NA,NA,26,16,NA,0,NA,NA,127
"4680","2013-3-1",-2,-4,-7,-3,-5,-7,96,93,87,1028,1025,1020,NA,NA,NA,37,21,NA,3.3,NA,NA,148
"4681","2013-3-2",-3,-6,-9,-4,-7,-10,98,96,94,1022,1020,1017,NA,NA,NA,23,13,NA,2.54,NA,NA,356
"4682","2013-3-3",-3,-6,-8,-4,-6,-8,98,95,89,1016,1010,1007,NA,NA,NA,37,21,45,1.02,NA,NA,101
"4683","2013-3-4",-7,-11,-15,-7,-9,-16,96,93,88,1031,1020,1011,NA,NA,NA,48,40,60,0,NA,NA,7
"4684","2013-3-5",-7,-12,-20,-13,-16,-22,91,86,74,1035,1033,1031,NA,NA,NA,23,13,NA,1.52,NA,NA,333
"4685","2013-3-6",-12,-17,-21,-13,-17,-23,91,88,79,1032,1027,1022,NA,NA,NA,37,13,NA,3.05,NA,NA,123
"4686","2013-3-7",-6,-10,-14,-6,-11,-14,94,91,84,1023,1020,1019,NA,NA,NA,37,29,47,2.03,NA,NA,150
"4687","2013-3-8",-11,-14,-18,-11,-14,-18,92,88,79,1026,1024,1020,NA,NA,NA,23,16,NA,0,NA,NA,286
"4688","2013-3-9",-8,-12,-17,-8,-13,-19,95,89,78,1028,1021,1016,NA,NA,NA,35,19,NA,2.03,NA,NA,301
"4689","2013-3-10",-7,-14,-22,-8,-15,-22,95,89,78,1030,1026,1016,NA,NA,NA,26,11,NA,16.26,NA,NA,167
"4690","2013-3-11",-4,-9,-14,-4,-8,-12,96,90,75,1023,1015,1011,NA,NA,NA,55,29,69,0,NA,NA,305
"4691","2013-3-12",-8,-14,-21,-11,-16,-22,92,87,73,1030,1028,1024,NA,NA,NA,39,24,NA,0,NA,NA,294
"4692","2013-3-13",0,-8,-15,-2,-8,-15,95,87,79,1025,1018,1014,NA,NA,NA,39,26,NA,7.37,NA,NA,142
"4693","2013-3-14",-4,-8,-11,-3,-8,-11,99,92,77,1025,1022,1018,NA,NA,NA,24,14,NA,0.51,NA,NA,3
"4694","2013-3-15",-11,-16,-21,-7,-15,-23,95,87,72,1027,1023,1020,NA,NA,NA,39,26,42,0.51,NA,NA,111
"4695","2013-3-16",-15,-20,-25,-17,-22,-27,87,82,68,1029,1027,1021,NA,NA,NA,32,10,NA,0,NA,NA,331
"4696","2013-3-17",-12,-15,-18,-13,-15,-17,91,88,79,1019,1010,1005,NA,NA,NA,47,35,55,3.05,NA,NA,100
"4697","2013-3-18",-13,-18,-22,-16,-20,-24,88,83,71,1020,1018,1013,NA,NA,NA,42,26,50,0,NA,NA,317
"4698","2013-3-19",-12,-19,-25,-16,-20,-26,89,82,62,1033,1029,1019,NA,NA,NA,27,13,NA,0,NA,NA,306
"4699","2013-3-20",-12,-18,-24,-13,-19,-27,89,83,72,1032,1026,1019,NA,NA,NA,47,21,52,4.83,NA,NA,125
"4700","2013-3-21",-11,-13,-16,-13,-16,-18,87,82,65,1019,1017,1016,NA,NA,NA,50,45,58,0.76,NA,NA,124
"4701","2013-3-22",-10,-11,-13,-11,-13,-14,91,87,79,1024,1020,1018,NA,NA,NA,32,27,NA,1.27,NA,NA,119
"4702","2013-3-23",-8,-11,-14,-10,-12,-14,93,90,79,1029,1026,1023,NA,NA,NA,23,11,NA,0,NA,NA,11
"4703","2013-3-24",-9,-14,-22,-11,-14,-24,93,89,80,1033,1031,1028,NA,NA,NA,24,19,NA,0,NA,NA,320
"4704","2013-3-25",-13,-19,-26,-13,-21,-27,91,85,72,1034,1032,1028,NA,NA,NA,16,6,NA,5.84,NA,NA,144
"4705","2013-3-26",-8,-15,-22,-9,-16,-22,93,88,81,1028,1025,1024,NA,NA,NA,27,16,NA,0,NA,NA,126
"4706","2013-3-27",-8,-14,-19,-10,-15,-21,93,89,80,1026,1025,1023,NA,NA,NA,21,16,NA,0.25,NA,NA,138
"4707","2013-3-28",-7,-13,-19,-8,-14,-19,92,89,79,1027,1026,1025,NA,NA,NA,14,8,NA,1.02,NA,NA,142
"4708","2013-3-29",-1,-9,-18,-2,-9,-18,99,91,84,1026,1022,1019,NA,NA,NA,32,8,NA,5.84,NA,NA,155
"4709","2013-3-30",2,-4,-12,-1,-6,-12,98,91,76,1021,1020,1019,NA,NA,NA,39,16,NA,2.03,NA,NA,305
"4710","2013-3-31",-6,-10,-14,-7,-11,-16,93,78,56,1029,1025,1021,NA,NA,NA,21,13,NA,0,NA,NA,349
"4711","2013-4-1",-4,-12,-21,-7,-14,-22,93,85,68,1030,1029,1026,NA,NA,NA,14,6,NA,0,NA,NA,149
"4712","2013-4-2",-2,-8,-14,-4,-8,-14,96,90,78,1028,1025,1017,NA,NA,NA,42,16,NA,0,NA,NA,136
"4713","2013-4-3",1,-2,-6,-1,-3,-7,93,88,81,1024,1016,1010,NA,NA,NA,48,31,NA,0,NA,NA,301
"4714","2013-4-4",-2,-7,-11,-6,-7,-11,95,86,69,1029,1026,1023,NA,NA,NA,24,14,NA,0,NA,NA,36
"4715","2013-4-5",-3,-4,-6,-4,-6,-8,96,91,86,1022,1012,1007,NA,NA,NA,52,35,61,0,NA,NA,127
"4716","2013-4-6",-2,-3,-5,-3,-3,-4,99,93,85,1014,1012,1007,NA,NA,NA,23,13,NA,0,NA,NA,1
"4717","2013-4-7",-1,-3,-6,0,-2,-7,99,96,87,1015,1010,1007,NA,NA,NA,35,16,NA,1.02,NA,NA,96
"4718","2013-4-8",-8,-11,-16,-8,-12,-17,90,81,65,1034,1026,1016,NA,NA,NA,35,29,47,0,NA,NA,2
"4719","2013-4-9",-6,-12,-18,-8,-13,-19,95,87,75,1037,1035,1033,NA,NA,NA,24,16,NA,0,NA,NA,313
"4720","2013-4-10",-3,-10,-18,-6,-12,-19,94,86,74,1033,1027,1018,NA,NA,NA,37,11,NA,0,NA,NA,139
"4721","2013-4-11",-1,-6,-11,-2,-6,-12,97,85,72,1017,1015,1015,NA,NA,NA,37,31,NA,0,NA,NA,134
"4722","2013-4-12",-1,-2,-3,-1,-3,-4,99,93,81,1018,1016,1015,NA,NA,NA,26,16,NA,0,NA,NA,140
"4723","2013-4-13",-2,-3,-4,-1,-3,-6,99,91,74,1014,1011,1009,NA,NA,NA,47,23,60,0,NA,NA,120
"4724","2013-4-14",-1,-5,-9,-4,-7,-11,91,82,66,1017,1015,1012,NA,NA,NA,45,31,52,0,NA,NA,50
"4725","2013-4-15",-3,-3,-4,-4,-5,-6,96,88,77,1023,1017,1015,NA,NA,NA,35,23,37,0,NA,NA,14
"4726","2013-4-16",-3,-6,-7,-5,-7,-9,96,81,67,1032,1028,1023,NA,NA,NA,21,13,NA,0,NA,NA,25
"4727","2013-4-17",-3,-7,-10,-6,-7,-11,96,87,71,1032,1030,1028,NA,NA,NA,16,10,NA,0,NA,NA,312
"4728","2013-4-18",-1,-8,-16,-2,-9,-16,96,85,64,1028,1024,1019,NA,NA,NA,21,10,NA,0,NA,NA,320
"4729","2013-4-19",1,-4,-10,-3,-7,-12,88,78,63,1021,1020,1019,NA,NA,NA,23,14,NA,0,NA,NA,104
"4730","2013-4-20",1,-2,-6,0,-4,-7,97,88,78,1018,1015,1013,NA,NA,NA,42,27,NA,0,NA,NA,147
"4731","2013-4-21",-1,-4,-9,0,-4,-11,96,86,79,1028,1020,1013,NA,NA,NA,52,31,63,0.51,NA,NA,312
"4732","2013-4-22",-1,-8,-14,-6,-9,-15,93,81,60,1034,1031,1029,NA,NA,NA,27,14,34,0,NA,NA,294
"4733","2013-4-23",1,-4,-11,-3,-7,-12,94,82,70,1029,1022,1017,NA,NA,NA,19,10,NA,0,NA,NA,262
"4734","2013-4-24",-2,-4,-8,-2,-6,-9,98,81,59,1021,1019,1015,NA,NA,NA,48,26,55,0,NA,NA,308
"4735","2013-4-25",9,1,-8,0,-4,-9,93,80,52,1017,1012,1009,NA,NA,NA,26,16,NA,0,NA,NA,168
"4736","2013-4-26",13,6,-1,6,1,-2,89,74,42,1016,1014,1011,NA,NA,NA,16,11,NA,0,NA,NA,173
"4737","2013-4-27",18,10,2,6,2,0,81,60,39,1010,1007,1003,NA,NA,NA,19,13,NA,0,NA,NA,245
"4738","2013-4-28",9,5,1,1,-1,-4,92,65,34,1014,1010,1003,NA,NA,NA,39,23,37,0,NA,NA,309
"4739","2013-4-29",14,7,1,6,2,-3,96,73,25,1009,1000,996,NA,NA,NA,29,18,39,1.02,NA,NA,171
"4740","2013-4-30",-1,-3,-6,2,-3,-7,100,91,68,1025,1010,998,NA,NA,NA,42,27,53,7.11,NA,NA,351
"4741","2013-5-1",3,-2,-8,-1,-5,-8,96,81,44,1039,1033,1026,NA,NA,NA,26,16,35,0,NA,NA,318
"4742","2013-5-2",12,3,-5,-1,-3,-7,96,64,18,1040,1036,1030,NA,NA,NA,32,13,40,0,NA,NA,158
"4743","2013-5-3",17,8,-1,2,-2,-4,82,54,16,1029,1026,1024,NA,NA,NA,27,23,34,0,NA,NA,133
"4744","2013-5-4",18,9,0,4,-1,-4,86,52,15,1029,1027,1026,NA,NA,NA,16,11,NA,0,NA,NA,126
"4745","2013-5-5",21,11,1,4,-1,-4,91,51,11,1026,1023,1019,NA,NA,NA,14,8,NA,0,NA,NA,196
"4746","2013-5-6",23,13,4,4,-1,-6,82,43,8,1019,1017,1014,NA,NA,NA,14,8,NA,0,NA,NA,194
"4747","2013-5-7",27,16,4,6,1,-4,81,44,8,1016,1012,1010,NA,NA,NA,32,16,42,0,NA,NA,192
"4748","2013-5-8",14,9,4,4,-3,-7,70,43,13,1026,1023,1016,NA,NA,NA,34,24,42,0,NA,NA,59
"4749","2013-5-9",17,7,-3,-2,-6,-9,89,44,9,1029,1026,1021,NA,NA,NA,24,18,35,0,NA,NA,135
"4750","2013-5-10",14,9,3,3,-2,-7,70,44,18,1030,1022,1015,NA,NA,NA,48,26,58,0,NA,NA,329
"4751","2013-5-11",14,4,-5,-2,-7,-11,96,50,8,1033,1029,1023,NA,NA,NA,16,10,NA,0,NA,NA,249
"4752","2013-5-12",27,13,0,3,-2,-5,73,38,10,1023,1015,1004,NA,NA,NA,32,19,45,0,NA,NA,154
"4753","2013-5-13",29,21,12,9,5,1,60,37,9,1007,1004,1000,NA,NA,NA,39,19,52,0,NA,NA,279
"4754","2013-5-14",23,18,12,12,4,-3,86,47,14,1010,1004,999,NA,NA,NA,52,24,69,0,NA,NA,287
"4755","2013-5-15",23,14,6,6,1,-5,78,42,8,1013,1012,1010,NA,NA,NA,23,13,34,0,NA,NA,317
"4756","2013-5-16",24,16,8,10,4,-1,76,47,11,1013,1012,1010,NA,NA,NA,32,16,40,0,NA,NA,128
"4757","2013-5-17",20,14,8,10,9,8,92,71,42,1014,1012,1011,NA,NA,NA,26,13,37,0,NA,NA,129
"4758","2013-5-18",21,14,8,12,10,9,96,73,43,1014,1012,1011,NA,NA,NA,19,13,NA,0,NA,NA,70
"4759","2013-5-19",19,14,9,11,7,3,99,63,30,1016,1014,1013,NA,NA,NA,40,19,58,0,NA,NA,47
"4760","2013-5-20",21,14,8,8,4,0,89,57,19,1018,1016,1015,NA,NA,NA,42,26,53,7.11,NA,NA,29
"4761","2013-5-21",21,12,3,3,-2,-9,83,41,7,1020,1018,1017,NA,NA,NA,39,21,55,0,NA,NA,43
"4762","2013-5-22",23,14,6,3,2,0,77,45,14,1024,1021,1019,NA,NA,NA,34,19,48,0,NA,NA,75
"4763","2013-5-23",21,13,5,5,3,1,83,50,21,1026,1023,1020,NA,NA,NA,40,27,58,0,NA,NA,118
"4764","2013-5-24",15,12,10,10,7,3,95,67,44,1020,1015,1013,NA,NA,NA,45,35,61,0,NA,NA,123
"4765","2013-5-25",19,14,10,12,11,9,95,80,56,1019,1017,1014,NA,NA,NA,42,24,52,0,NA,NA,123
"4766","2013-5-26",17,14,11,12,11,10,95,85,73,1016,1015,1014,NA,NA,NA,27,21,39,0,NA,NA,123
"4767","2013-5-27",16,13,11,14,12,10,97,91,75,1013,1009,1006,NA,NA,NA,29,14,NA,12.95,NA,NA,52
"4768","2013-5-28",19,14,11,13,12,11,99,88,60,1006,1004,1003,NA,NA,NA,23,13,NA,0,NA,NA,345
"4769","2013-5-29",19,12,6,13,10,6,99,80,52,1008,1007,1006,NA,NA,NA,29,13,35,0,NA,NA,70
"4770","2013-5-30",14,12,10,12,10,8,95,86,71,1007,1005,1003,NA,NA,NA,45,26,58,12.95,NA,NA,50
"4771","2013-5-31",18,13,7,9,6,3,95,70,33,1019,1009,1003,NA,NA,NA,52,39,71,10.92,NA,NA,34
"4772","2013-6-1",18,10,2,7,3,2,97,63,23,1023,1021,1019,NA,NA,NA,21,11,NA,0,NA,NA,8
"4773","2013-6-2",18,12,6,7,4,2,90,63,28,1021,1019,1016,NA,NA,NA,24,16,NA,0,NA,NA,118
"4774","2013-6-3",13,10,6,6,3,-3,88,69,34,1020,1017,1015,NA,NA,NA,39,23,55,1.02,NA,NA,104
"4775","2013-6-4",17,12,6,9,4,1,88,63,22,1023,1021,1020,NA,NA,NA,14,8,NA,0,NA,NA,35
"4776","2013-6-5",21,12,2,8,4,1,95,58,18,1023,1021,1019,NA,NA,NA,19,8,29,0,NA,NA,175
"4777","2013-6-6",23,14,5,10,6,0,95,58,16,1019,1016,1014,NA,NA,NA,26,14,37,0,NA,NA,213
"4778","2013-6-7",24,15,6,12,5,3,84,52,18,1015,1011,1006,NA,NA,NA,16,8,NA,0,NA,NA,195
"4779","2013-6-8",19,16,13,14,12,10,96,85,70,1008,1005,1004,NA,NA,NA,32,13,47,6.1,NA,NA,203
"4780","2013-6-9",23,16,9,12,10,7,93,71,36,1011,1009,1007,NA,NA,NA,29,13,39,2.03,NA,NA,260
"4781","2013-6-10",22,14,6,12,8,3,99,68,21,1012,1010,1008,NA,NA,NA,26,10,37,0,NA,NA,297
"4782","2013-6-11",23,14,5,12,7,4,94,61,32,1017,1015,1013,NA,NA,NA,14,10,NA,0,NA,NA,307
"4783","2013-6-12",22,16,10,13,10,7,91,66,34,1020,1019,1016,NA,NA,NA,14,8,NA,0,NA,NA,166
"4784","2013-6-13",24,19,13,13,12,11,90,64,37,1020,1016,1011,NA,NA,NA,37,21,50,0,NA,NA,136
"4785","2013-6-14",20,16,12,17,13,9,96,79,66,1011,1008,1005,NA,NA,NA,27,18,42,3.05,NA,NA,199
"4786","2013-6-15",21,16,10,10,9,7,86,64,33,1010,1009,1008,NA,NA,NA,39,19,58,0,NA,NA,260
"4787","2013-6-16",21,17,12,13,11,9,92,78,56,1018,1012,1009,NA,NA,NA,40,23,55,0,NA,NA,305
"4788","2013-6-17",21,16,9,11,9,8,97,72,42,1021,1020,1019,NA,NA,NA,11,8,NA,0,NA,NA,60
"4789","2013-6-18",26,17,8,13,11,8,96,65,26,1019,1016,1012,NA,NA,NA,21,13,NA,0,NA,NA,151
"4790","2013-6-19",29,22,14,14,13,12,81,57,30,1013,1010,1007,NA,NA,NA,39,24,52,0,NA,NA,104
"4791","2013-6-20",23,18,13,17,14,11,94,79,56,1013,1010,1006,NA,NA,NA,60,34,76,13.97,NA,NA,127
"4792","2013-6-21",23,17,11,16,13,11,99,78,39,1017,1015,1013,NA,NA,NA,23,11,32,5.08,NA,NA,331
"4793","2013-6-22",23,18,13,14,12,9,93,72,36,1016,1013,1010,NA,NA,NA,23,13,NA,7.11,NA,NA,328
"4794","2013-6-23",23,19,14,14,12,9,93,72,37,1009,1006,1004,NA,NA,NA,26,11,39,0,NA,NA,279
"4795","2013-6-24",27,18,10,15,12,9,90,63,32,1007,1006,1005,NA,NA,NA,16,6,NA,0,NA,NA,145
"4796","2013-6-25",23,19,15,18,16,13,95,77,59,1008,1004,1001,NA,NA,NA,29,16,55,7.11,NA,NA,31
"4797","2013-6-26",26,19,12,16,13,9,97,66,36,1011,1007,1005,NA,NA,NA,32,13,45,0,NA,NA,271
"4798","2013-6-27",27,20,14,15,13,11,85,64,34,1018,1014,1012,NA,NA,NA,21,13,32,0,NA,NA,292
"4799","2013-6-28",27,20,13,14,12,8,94,63,23,1021,1020,1019,NA,NA,NA,29,13,40,0,NA,NA,316
"4800","2013-6-29",24,17,10,15,13,10,95,72,44,1023,1021,1020,NA,NA,NA,19,11,NA,0,NA,NA,4
"4801","2013-6-30",26,20,13,14,13,12,95,67,37,1023,1023,1022,NA,NA,NA,23,14,32,0,NA,NA,122
"4802","2013-7-1",28,21,13,17,14,12,86,61,33,1024,1023,1021,NA,NA,NA,21,13,NA,0,NA,NA,155
"4803","2013-7-2",30,22,14,17,14,11,92,63,26,1021,1019,1014,NA,NA,NA,14,11,NA,0,NA,NA,162
"4804","2013-7-3",31,23,15,21,16,13,88,66,34,1014,1010,1005,NA,NA,NA,27,18,40,0,NA,NA,166
"4805","2013-7-4",28,21,15,18,13,9,94,62,24,1010,1009,1007,NA,NA,NA,27,18,37,0,NA,NA,353
"4806","2013-7-5",25,19,14,18,14,12,93,74,47,1010,1009,1007,NA,NA,NA,19,11,NA,1.02,NA,NA,115
"4807","2013-7-6",26,21,16,18,15,12,94,77,44,1011,1008,1006,NA,NA,NA,27,14,37,0.51,NA,NA,201
"4808","2013-7-7",26,19,12,15,12,8,94,66,22,1014,1013,1011,NA,NA,NA,16,11,NA,0,NA,NA,296
"4809","2013-7-8",25,19,14,16,14,12,93,68,42,1015,1014,1014,NA,NA,NA,19,13,34,0,NA,NA,16
"4810","2013-7-9",21,17,13,13,12,10,96,73,42,1020,1018,1014,NA,NA,NA,16,11,NA,7.11,NA,NA,358
"4811","2013-7-10",27,19,11,15,12,10,94,64,26,1020,1016,1012,NA,NA,NA,16,8,NA,0,NA,NA,202
"4812","2013-7-11",32,23,14,22,18,13,91,71,38,1012,1006,1001,NA,NA,NA,35,19,47,0,NA,NA,149
"4813","2013-7-12",27,22,17,17,14,9,83,56,31,1013,1007,1003,NA,NA,NA,23,13,35,0,NA,NA,299
"4814","2013-7-13",26,19,11,18,13,10,96,76,43,1022,1015,1012,NA,NA,NA,55,18,77,7.11,NA,NA,74
"4815","2013-7-14",20,14,9,13,10,8,98,77,44,1027,1025,1023,NA,NA,NA,16,10,NA,0,NA,NA,69
"4816","2013-7-15",27,19,12,20,16,12,94,80,65,1023,1016,1010,NA,NA,NA,48,19,61,0,NA,NA,139
"4817","2013-7-16",23,17,12,16,11,8,94,68,29,1025,1021,1013,NA,NA,NA,43,23,42,7.87,NA,NA,343
"4818","2013-7-17",23,17,12,14,12,10,90,73,39,1025,1023,1018,NA,NA,NA,23,11,32,0,NA,NA,111
"4819","2013-7-18",28,21,14,18,14,13,96,76,46,1017,1013,1009,NA,NA,NA,50,14,72,0,NA,NA,244
"4820","2013-7-19",27,20,13,16,14,12,96,75,45,1016,1014,1013,NA,NA,NA,37,11,53,1.02,NA,NA,307
"4821","2013-7-20",22,16,10,14,12,9,96,80,59,1019,1016,1013,NA,NA,NA,23,14,32,0,NA,NA,128
"4822","2013-7-21",24,18,13,18,14,12,94,80,50,1012,1008,1005,NA,NA,NA,37,23,48,2.03,NA,NA,204
"4823","2013-7-22",21,17,13,12,11,9,94,73,44,1016,1014,1010,NA,NA,NA,19,14,NA,0,NA,NA,9
"4824","2013-7-23",22,17,12,14,13,11,92,73,47,1019,1017,1016,NA,NA,NA,14,8,NA,4.32,NA,NA,162
"4825","2013-7-24",23,17,10,14,12,10,96,73,40,1019,1018,1017,NA,NA,NA,23,11,NA,0,NA,NA,309
"4826","2013-7-25",19,14,8,13,10,7,96,77,49,1027,1021,1017,NA,NA,NA,35,19,47,0,NA,NA,343
"4827","2013-7-26",19,11,3,9,6,4,100,70,31,1029,1028,1026,NA,NA,NA,19,8,NA,0,NA,NA,64
"4828","2013-7-27",21,14,7,9,7,5,93,64,27,1026,1022,1017,NA,NA,NA,34,18,45,0,NA,NA,133
"4829","2013-7-28",23,17,10,14,9,7,94,63,31,1017,1015,1013,NA,NA,NA,29,24,42,5.08,NA,NA,139
"4830","2013-7-29",22,16,10,16,12,9,97,80,46,1018,1014,1012,NA,NA,NA,27,18,NA,0,NA,NA,346
"4831","2013-7-30",22,14,8,12,9,8,96,73,34,1022,1020,1018,NA,NA,NA,27,10,39,0.51,NA,NA,295
"4832","2013-7-31",23,15,7,11,8,6,92,64,34,1022,1021,1018,NA,NA,NA,32,13,42,0,NA,NA,294
"4833","2013-8-1",24,16,7,12,9,7,93,64,28,1020,1018,1016,NA,NA,NA,19,10,34,0,NA,NA,334
"4834","2013-8-2",22,16,10,10,9,7,89,63,32,1022,1019,1017,NA,NA,NA,19,11,NA,0,NA,NA,70
"4835","2013-8-3",24,17,9,12,9,8,90,61,32,1024,1023,1021,NA,NA,NA,24,14,NA,0,NA,NA,116
"4836","2013-8-4",21,17,12,14,13,11,94,78,53,1021,1018,1015,NA,NA,NA,24,18,NA,0.51,NA,NA,92
"4837","2013-8-5",27,18,9,17,13,9,99,81,41,1017,1013,1008,NA,NA,NA,24,10,NA,0.25,NA,NA,151
"4838","2013-8-6",19,15,11,14,13,10,98,89,65,1017,1012,1008,NA,NA,NA,16,8,NA,4.06,NA,NA,13
"4839","2013-8-7",19,12,5,13,9,5,97,76,39,1019,1018,1017,NA,NA,NA,11,8,NA,0,NA,NA,318
"4840","2013-8-8",19,14,8,13,9,5,94,70,38,1023,1020,1018,NA,NA,NA,21,8,37,0,NA,NA,349
"4841","2013-8-9",21,13,5,12,9,4,96,76,47,1025,1024,1023,NA,NA,NA,16,10,NA,0,NA,NA,347
"4842","2013-8-10",19,13,8,13,11,8,96,85,53,1023,1022,1020,NA,NA,NA,14,8,NA,3.05,NA,NA,92
"4843","2013-8-11",23,14,6,12,9,6,97,72,33,1023,1022,1020,NA,NA,NA,13,5,NA,0,NA,NA,133
"4844","2013-8-12",25,17,9,14,10,8,92,65,32,1023,1022,1021,NA,NA,NA,13,8,29,0,NA,NA,110
"4845","2013-8-13",26,19,11,14,12,9,96,68,32,1023,1022,1020,NA,NA,NA,21,14,27,0,NA,NA,122
"4846","2013-8-14",26,19,12,16,13,11,91,73,43,1021,1018,1016,NA,NA,NA,32,18,35,0,NA,NA,121
"4847","2013-8-15",28,20,11,17,14,11,96,72,28,1017,1016,1014,NA,NA,NA,16,11,NA,0,NA,NA,148
"4848","2013-8-16",33,23,13,17,14,12,93,61,24,1014,1012,1009,NA,NA,NA,26,14,35,0,NA,NA,170
"4849","2013-8-17",28,21,14,20,17,13,93,74,36,1011,1010,1009,NA,NA,NA,16,11,NA,0,NA,NA,50
"4850","2013-8-18",31,22,12,19,14,9,99,71,19,1012,1011,1009,NA,NA,NA,23,8,34,0,NA,NA,212
"4851","2013-8-19",32,22,11,14,12,7,91,57,19,1010,1008,1006,NA,NA,NA,23,10,37,0,NA,NA,225
"4852","2013-8-20",27,19,12,15,12,9,92,63,26,1013,1009,1006,NA,NA,NA,27,13,39,0,NA,NA,52
"4853","2013-8-21",24,18,9,9,6,0,76,48,17,1023,1020,1013,NA,NA,NA,23,11,32,0,NA,NA,351
"4854","2013-8-22",27,17,6,9,6,4,88,50,16,1024,1021,1016,NA,NA,NA,27,11,37,0,NA,NA,140
"4855","2013-8-23",29,21,14,19,14,8,87,64,43,1015,1010,1005,NA,NA,NA,24,19,NA,0,NA,NA,129
"4856","2013-8-24",31,24,16,19,16,12,94,67,29,1009,1006,1004,NA,NA,NA,19,13,29,0,NA,NA,213
"4857","2013-8-25",33,22,10,15,11,8,91,56,16,1014,1012,1010,NA,NA,NA,16,8,NA,0,NA,NA,171
"4858","2013-8-26",34,24,16,20,16,13,81,61,32,1013,1011,1009,NA,NA,NA,26,13,NA,0,NA,NA,134
"4859","2013-8-27",33,24,15,15,11,3,90,53,10,1014,1012,1010,NA,NA,NA,14,11,NA,0,NA,NA,93
"4860","2013-8-28",33,24,15,18,14,10,88,56,26,1014,1013,1011,NA,NA,NA,24,16,34,0,NA,NA,148
"4861","2013-8-29",31,24,17,17,16,12,88,60,30,1015,1013,1011,NA,NA,NA,26,14,37,0,NA,NA,50
"4862","2013-8-30",33,24,17,18,12,3,94,56,10,1014,1011,1008,NA,NA,NA,24,13,37,0,NA,NA,212
